16907;0,652;;71483,92121
816362;28,046;;4826236,451
948346;31,145;;5668232,573
278360;3,98;;1515560,757
642882;8,985;;3733943,045
631390;8,586;;3662249,964
759318;9,321;;4465111,559
566779;13,23;;3260914,092
378141;11,921;;2109139,574
582417;5,686;;3357770,316
789218;16,835;;4654174,008
226317;6,277;;1211863,527
139637;4,603;;718432,4362
309158;3,492;;1697333,22
447300;10,073;;2527512,887
49766;1,364;;233747,5545
996998;22,291;;5980686,207
722261;8,969;;4231506,306
7077;0,083;;27245,38276
860516;10,061;;5106955,032
527457;5,107;;3018207,62
494674;10,904;;2816831,599
942507;12,187;;5630805,041
422499;14,722;;2376905,726
823062;9,352;;4868767,746
871098;19,097;;5174380,498
178927;5,144;;939845,5372
109825;1,25;;553595,0106
206909;2,62;;1099882,596
521343;15,907;;2980582,341
889433;20,094;;5291337,635
134699;1,471;;690920,2515
594435;7,756;;3432329,733
825224;11,418;;4882497,088
570953;6,815;;3286748,245
348871;7,921;;1933675,036
466357;10,224;;2643646,553
156068;1,685;;810510,1083
37862;0,46;;173339,9429
48988;0,589;;229758,1147
291517;3,805;;1593042,422
373258;4,753;;2079796,982
60987;1,328;;291837,2654
570645;6,567;;3284841,485
410507;4,487;;2304307,386
487804;12,021;;2774748,838
378610;3,799;;2111959,304
84556;1,912;;416619,6244
316137;6,847;;1738714,086
134961;2,897;;692378,0407
690782;7,261;;4033711,663
247137;3,06;;1332794,462
783992;23,75;;4621093,164
40403;0,53;;186112,9292
454734;12,635;;2572774,666
600198;13,124;;3468120,829
78906;1,654;;386411,3639
628995;13,439;;3647320,091
912086;20,785;;5436065,203
123856;3,489;;630788,3342
453764;12,329;;2566865,825
186344;3,981;;982091,6554
193683;5,41;;1024019,744
870641;31,802;;5171467,467
735053;8,742;;4312055,126
371194;8,218;;2067402,454
626803;7,017;;3633659,144
462074;5,243;;2617515,917
124589;1,443;;634840,7203
403750;10,157;;2263467,936
477484;17,39;;2711611,975
103436;2,64;;518697,5838
724353;9,019;;4244672,553
927654;12,707;;5535669,512
45196;1,02;;210391,8996
87746;2,002;;433748,4251
767968;16,838;;4519755,188
830820;18,842;;4918044,758
456726;4,749;;2584911,925
614083;19,792;;3554451,847
178370;1,841;;936678,2717
128345;2,791;;655634,8969
942602;20,509;;5631413,858
50565;0,551;;237850,1758
439985;5,219;;2483028,012
493415;11,485;;2809116,371
787023;26,22;;4640277,711
130818;2,902;;669352,2097
700749;15,749;;4096272,067
128261;2,93;;655169,3243
760394;21,719;;4471906,527
82687;0,932;;406608,1327
329827;7,231;;1820079,784
675215;15,574;;3936126,735
644975;8,107;;3747009,92
945847;10,019;;5652212,262
110426;1,302;;556886,1959
461979;4,682;;2616936,515
60998;0,59;;291894,6807
635800;8,669;;3689751,189
268451;8,502;;1457384,245
888557;20,492;;5285745,958
647820;13,944;;3764776,358
360568;10,235;;2003671,754
382537;4,502;;2135579,153
820906;24,22;;4855078,962
464500;10,197;;2632314,866
821169;19,071;;4856748,659
472878;14,707;;2683464,009
165961;4,683;;866317,4229
902142;26,292;;5372503,611
452297;5,844;;2557931,176
72176;0,777;;350659,3594
208998;6,9;;1111899,065
490410;5,008;;2790707,195
846840;11,21;;5019899,307
902762;10,231;;5376465,236
546706;7,31;;3136864,451
92403;1,966;;458844,2901
210108;6,912;;1118287,767
897734;9,581;;5344343,074
840421;9,37;;4979071,606
156711;4,199;;814129,2349
98675;0,946;;492803,3891
970322;11,315;;5809236,189
480906;13,336;;2732536,84
243857;3,228;;1313690,635
120449;2,561;;611977,6645
884850;10,879;;5262087,614
558751;5,878;;3211263,98
473227;4,805;;2685596,122
956263;22,013;;5719004,841
319245;7,441;;1757164,1
682441;7,133;;3981405,228
895173;10,083;;5327986,422
200354;6,202;;1062236,44
42325;0,914;;195820,7166
396289;5,13;;2218430,584
383595;4,513;;2141945,74
113675;1,502;;574702,7147
965098;11,538;;5775697,904
235131;2,302;;1262961,466
154004;1,655;;798900,6783
429154;12,408;;2417258,47
173451;2,319;;908740,4565
971021;22,521;;5813724,724
119098;2,665;;604530,0704
684866;20,065;;3996607,869
801606;16,78;;4732650,529
523491;11,625;;2993797,506
31597;0,694;;142175,3099
233330;5,348;;1252508,576
481411;5,928;;2735625,715
927650;21,525;;5535643,906
379422;4,679;;2116841,821
287104;4,148;;1567024,899
208657;4,917;;1109936,923
822232;11,744;;4863497,655
110596;2,748;;557817,4049
64899;1,685;;312309,4343
336133;8,011;;1857642,773
347550;4,843;;1925780,56
979136;29,213;;5865850,07
154485;4,187;;801605,1027
179269;2,401;;941790,623
265412;3,108;;1439573,602
408166;11,885;;2290152,824
692108;21,988;;4042031,056
716438;18,588;;4194872,455
973622;27,771;;5830428,617
705960;6,961;;4129004,795
880544;20,68;;5234614,879
765484;9,237;;4504058,955
763671;8,137;;4492604,936
602643;17,118;;3483312,769
186132;1,853;;980882,3305
296627;3,331;;1623205,437
665264;8,497;;3873828,296
620893;18,626;;3596843,557
269481;3,056;;1463424,156
60344;0,592;;288482,5838
785835;19,853;;4632757,725
928440;19,744;;5540701,378
140812;3,098;;724990,2488
646914;7,244;;3759117,985
9382;0,091;;37268,07571
916496;9,695;;5464268,822
578965;12,547;;3336373,995
848108;9,665;;5027966,856
617397;14,056;;3575077,16
961929;11,819;;5755358,78
299404;3,506;;1639613,43
677225;9,309;;3948718,144
309299;8,954;;1698168,585
987667;26,326;;5920679,012
223351;4,986;;1194701,797
376397;11,1;;2098656,485
86950;0,966;;429469,4905
37518;0,866;;171616,3243
534320;7,592;;3060478,86
532078;6,962;;3046665,487
173921;4,05;;911407,2643
89201;1,972;;441577,9297
104236;1,121;;523058,0969
679742;8,665;;3964489,247
650222;18,681;;3779780,578
927911;20,01;;5537314,76
548790;6,368;;3149728,723
297084;9,721;;1625904,863
38766;0,904;;177875,8911
458941;10,531;;2598412,354
415824;9,293;;2336477,445
25811;0,768;;113873,0945
249165;5,799;;1344615,693
688353;8,006;;4018474,859
423583;6,305;;2383475,5
548181;15,455;;3145969,086
958507;13,526;;5733400,956
278529;3,583;;1516554,313
769506;10,525;;4529475,459
665309;7,863;;3874109,874
364966;7,895;;2030033,012
154157;1,7;;799760,8507
499360;13,494;;2845559,891
660529;20,51;;3844207,37
459632;4,491;;2602624,951
794663;10,274;;4688657,117
529825;14,386;;3032788,474
581254;13,13;;3350560,769
539983;16,808;;3095387,797
976950;27,153;;5851805,78
272489;2,776;;1481072,807
736980;26,311;;4324197,503
822226;19,488;;4863459,559
147604;1,709;;762979,5599
826836;12,05;;4892735,368
350269;8,116;;1942032,04
837977;20,184;;4963532,264
71703;1,91;;348156,5929
479144;11,109;;2721761,227
870966;20,2;;5173539,087
138058;3,135;;709626,6213
422367;14,787;;2376105,799
191747;5,698;;1012947,357
915905;13,047;;5460488,618
589754;6,593;;3403276,243
260770;6,015;;1412397,501
754760;9,077;;4436335,027
544380;7,117;;3122510,419
143429;2,033;;739611,284
2756;0,028;;9481,409512
905043;10,312;;5391041,775
95421;2,848;;475162,6067
925150;11,378;;5519641,173
575593;7,144;;3315482,163
524804;6,306;;3001877,377
705241;24,803;;4124487,424
634308;8,027;;3680445,428
705968;16,118;;4129055,06
547338;7,318;;3140765,344
141675;1,488;;729809,4671
370494;10,775;;2063200,014
986376;21,519;;5912379,662
291298;7,031;;1591750,586
28053;0,318;;124779,1636
59528;0,86;;284229,609
567031;5,615;;3262473,419
512059;5,925;;2923508,692
50852;0,641;;239325,1764
667703;9,081;;3889091,762
760877;16,233;;4474956,9
529791;12,044;;3032579,088
38655;0,426;;177318,4355
594005;13,979;;3429660,189
835084;10,801;;4945142,111
960757;11,224;;5747837,854
763712;7,644;;4492863,942
31326;0,832;;140838,7183
363084;8,597;;2018749,622
173200;2,281;;907316,4941
595351;8,063;;3438016,932
206690;2,776;;1098623,38
160149;4,345;;833499,3511
669153;6,621;;3898167,818
953936;20,422;;5704078,664
395671;9,412;;2214702,828
900831;27,152;;5364127,299
495433;12,842;;2821483,469
859593;18,283;;5101076,611
579782;15,253;;3341437,151
72103;1,525;;350273,0093
320214;3,816;;1762919,065
780904;10,041;;4601553,073
961229;12,074;;5750866,684
745293;25,105;;4376604,238
655259;19,57;;3811256,962
297939;9,446;;1630956,03
520020;5,847;;2972444,745
644552;16,781;;3744368,837
58209;1,253;;277365,311
973712;27,811;;5831006,661
30219;0,342;;135389,584
134090;1,493;;687532,582
29255;0,713;;130658,684
628175;8,419;;3642209,311
137270;3,036;;705235,0072
768948;9,354;;4525948,705
116846;1,188;;592130,4079
981702;9,512;;5882338,432
196523;2,376;;1040277,479
968707;13,309;;5798866,518
765258;8,819;;4502631,049
975800;22,501;;5844418,282
949276;11,743;;5674195,244
185192;2,244;;975521,4945
317491;7,263;;1746750,21
13275;0,163;;54733,28338
949248;26,287;;5674015,717
85407;1,9;;421184,0625
892164;25,756;;5308772,541
134711;1,374;;690987,0156
982561;27,469;;5887858,764
135810;1,886;;697103,4609
227833;7,733;;1220641,869
56926;1,508;;270700,8151
540847;14,808;;3100716,104
164080;1,739;;855686,3306
47436;1,069;;221815,862
863316;19,251;;5124790,358
284448;6,137;;1551380,212
905989;10,316;;5397087,841
901781;10,653;;5370197,008
650128;7,649;;3779193,33
451676;5,417;;2554149,647
56281;1,204;;267355,1128
230303;7,267;;1234953,684
463667;10,31;;2627232,824
794034;27,385;;4684672,839
891904;9,017;;5307112,525
308618;9,447;;1694134,208
418310;8,749;;2351528,932
311244;3,571;;1709694,724
960055;30,667;;5743333,296
867894;23,485;;5153959,606
977188;34,033;;5853334,744
786545;9,513;;4637251,899
694756;6,841;;4058648,046
