16907;0,250000
816362;18,420000
948346;30,800000
278360;3,962000
642882;9,284000
631390;8,606000
759318;12,888000
566779;21,019000
378141;21,745000
582417;13,778000
789218;18,254000
226317;8,060000
139637;6,940000
309158;6,115000
447300;14,117000
49766;1,823000
996998;30,305000
722261;12,114000
7077;0,132000
860516;16,352000
527457;12,760000
494674;13,533000
942507;14,213000
422499;27,827000
823062;16,118000
871098;23,058000
178927;6,185000
109825;2,154000
206909;3,570000
521343;20,048000
889433;26,432000
134699;2,807000
594435;8,865000
825224;10,439000
570953;10,490000
348871;11,183000
466357;12,357000
156068;3,263000
37862;0,659000
48988;0,864000
291517;4,429000
373258;6,118000
60987;1,672000
570645;10,812000
410507;8,536000
487804;11,312000
378610;8,691000
84556;2,524000
316137;8,026000
134961;3,466000
16907;0,981000
816362;32,386000
948346;36,507000
278360;4,242000
642882;9,628000
631390;8,719000
759318;12,792000
566779;21,235000
378141;21,155000
582417;13,943000
789218;17,800000
226317;7,981000
139637;6,840000
309158;6,000000
447300;13,927000
49766;1,782000
996998;30,289000
722261;12,264000
7077;0,133000
860516;16,287000
527457;12,963000
494674;13,404000
942507;14,253000
422499;27,257000
823062;16,207000
871098;23,108000
178927;6,175000
109825;2,181000
206909;3,604000
521343;20,098000
889433;26,529000
134699;2,801000
594435;8,879000
825224;10,381000
570953;10,486000
348871;11,171000
466357;12,354000
156068;3,260000
37862;0,652000
48988;0,852000
291517;4,399000
373258;6,278000
60987;1,630000
570645;11,051000
410507;8,678000
487804;11,418000
378610;8,766000
84556;2,492000
316137;7,879000
134961;3,277000
16907;0,252000
816362;18,418000
948346;31,195000
278360;3,953000
642882;9,242000
631390;8,703000
759318;12,780000
566779;21,126000
378141;20,223000
582417;13,940000
789218;17,737000
226317;7,861000
139637;6,771000
309158;6,118000
447300;13,844000
49766;1,789000
996998;30,492000
722261;12,068000
7077;0,140000
860516;16,333000
527457;12,719000
494674;13,692000
942507;14,261000
422499;26,796000
823062;16,067000
871098;23,585000
178927;6,189000
109825;2,174000
206909;3,616000
521343;20,349000
889433;26,435000
134699;2,823000
594435;8,986000
825224;10,432000
570953;10,517000
348871;11,346000
466357;12,383000
156068;3,233000
37862;0,667000
48988;0,907000
291517;4,405000
373258;6,070000
60987;1,721000
570645;10,854000
410507;8,575000
487804;11,517000
378610;8,706000
84556;2,551000
316137;7,864000
134961;3,287000
16907;0,253000
816362;18,509000
948346;31,290000
278360;4,008000
642882;9,308000
631390;8,601000
759318;12,883000
566779;21,019000
378141;21,531000
582417;13,807000
789218;17,928000
226317;7,914000
139637;7,044000
309158;5,996000
447300;13,957000
49766;1,888000
996998;30,162000
722261;12,314000
7077;0,132000
860516;16,411000
527457;12,830000
494674;13,632000
942507;14,361000
422499;27,517000
823062;16,094000
871098;23,191000
178927;6,080000
109825;2,165000
206909;3,623000
521343;20,038000
889433;26,486000
134699;2,775000
594435;8,834000
825224;10,454000
570953;10,514000
348871;11,136000
466357;12,328000
156068;3,256000
37862;0,663000
48988;0,863000
291517;4,459000
373258;6,083000
60987;1,691000
570645;10,830000
410507;8,568000
487804;11,351000
378610;8,725000
84556;2,495000
316137;7,854000
134961;3,340000
16907;0,252000
816362;18,399000
948346;31,211000
278360;3,977000
642882;9,202000
631390;8,588000
759318;12,989000
566779;21,005000
378141;22,086000
582417;13,719000
789218;18,006000
226317;7,944000
139637;6,600000
309158;5,984000
447300;14,004000
49766;1,866000
996998;30,284000
722261;11,985000
7077;0,134000
860516;16,558000
527457;12,768000
494674;13,556000
942507;14,223000
422499;27,621000
823062;15,958000
871098;23,339000
178927;6,187000
109825;2,143000
206909;3,609000
521343;20,264000
889433;26,427000
134699;2,771000
594435;8,825000
825224;10,776000
570953;10,799000
348871;11,304000
466357;12,443000
156068;3,258000
37862;0,692000
48988;0,890000
291517;4,609000
373258;6,062000
60987;1,664000
570645;11,077000
410507;8,601000
487804;11,482000
378610;8,743000
84556;2,624000
316137;7,848000
134961;3,302000
16907;0,250000
