16907,0.271000
816362,25.943000
948346,35.696000
278360,4.334000
642882,9.744000
631390,8.668000
759318,12.932000
566779,21.262000
378141,21.297000
582417,13.842000
789218,17.827000
226317,7.972000
139637,6.974000
309158,6.032000
447300,13.946000
49766,1.810000
996998,30.448000
722261,12.004000
7077,0.129000
860516,16.363000
527457,12.718000
494674,13.533000
942507,14.285000
422499,27.229000
823062,16.018000
871098,23.095000
178927,6.127000
109825,2.149000
206909,3.574000
521343,20.062000
889433,26.680000
134699,2.816000
594435,8.821000
825224,10.403000
570953,10.528000
348871,11.132000
466357,12.265000
156068,3.266000
37862,0.670000
48988,0.862000
291517,4.444000
373258,6.073000
60987,1.660000
570645,10.885000
410507,8.580000
487804,11.495000
378610,8.713000
84556,2.521000
316137,7.896000
134961,3.270000
