16907;0.632000
816362;29.549000
948346;35.459000
278360;4.225000
642882;9.567000
631390;8.583000
759318;12.830000
566779;21.023000
378141;22.217000
582417;13.824000
789218;17.955000
226317;7.941000
139637;6.855000
309158;6.014000
447300;13.957000
49766;1.844000
996998;30.143000
722261;12.037000
7077;0.129000
860516;16.331000
527457;12.745000
494674;13.443000
942507;14.254000
422499;27.784000
823062;15.984000
871098;23.178000
178927;6.065000
109825;2.198000
206909;3.575000
521343;20.086000
889433;26.497000
134699;2.809000
594435;8.857000
825224;10.491000
570953;10.566000
348871;11.204000
466357;12.285000
156068;3.268000
37862;0.661000
48988;0.856000
291517;4.434000
373258;6.105000
60987;1.674000
570645;10.885000
410507;8.560000
487804;11.380000
378610;8.739000
84556;2.514000
316137;7.883000
134961;3.263000
16907;0.740000
816362;29.657000
948346;35.097000
278360;4.243000
642882;9.596000
631390;8.583000
759318;12.789000
566779;21.058000
378141;21.421000
582417;13.790000
789218;17.900000
226317;7.876000
139637;6.879000
309158;6.027000
447300;13.999000
49766;1.824000
996998;30.237000
722261;12.014000
7077;0.128000
860516;16.330000
527457;12.705000
494674;13.478000
942507;14.393000
422499;28.316000
823062;16.132000
871098;23.131000
178927;6.195000
109825;2.148000
206909;3.604000
521343;20.552000
889433;26.584000
134699;2.778000
594435;8.858000
825224;10.453000
570953;10.529000
348871;11.113000
466357;12.419000
156068;3.250000
37862;0.657000
48988;0.857000
291517;4.384000
373258;6.040000
60987;1.620000
570645;10.854000
410507;8.580000
487804;11.410000
378610;8.652000
84556;2.524000
316137;7.859000
134961;3.299000
